LinkedIn_news_id (by day),LinkedIn_avg_popularity (by day)
97503,-4.5
97504,0.0
97505,0.0
97509,0.0
97510,58.0
97516,139.0
97517,0.0
97518,121.5
97520,1841.0
97521,46.5
97522,-14.0
97523,216.0
97524,450.0
97525,-3.0
97526,10.5
97527,1152.5
97528,-3.0
97529,91.5
97532,0.0
97533,-10.5
97534,0.0
97535,64.0
97536,455.0
97537,-70.5
97541,106.0
97544,-4.5
97545,-3.0
97546,0.0
97548,152.5
97550,18360.0
97551,228.5
97552,0.0
97553,-72.0
97554,-72.0
97555,-37.5
97560,101.0
97562,0.0
97563,0.0
97564,-43.0
97566,-72.0
97567,63.0
97569,0.0
97570,-45.5
97571,577.0
97572,-1.5
97573,24.0
97574,-18.0
97575,116.5
97576,0.0
97577,323.0
97578,0.0
97580,-10.5
97581,0.0
97582,-15.0
97583,0.0
97584,-72.0
97587,247.0
97588,-14.5
97589,-20.5
97590,-24.5
97591,1691.0
97592,0.0
97593,-13.5
97594,0.0
97595,638.0
97596,0.0
97597,-10.5
97598,0.0
97599,0.0
97602,-18.0
97604,91.0
97605,125.0
97607,253.5
97608,0.0
97609,0.0
97611,11775.5
97612,72.0
97613,0.0
97614,0.0
97615,0.0
97616,-10.5
97617,0.0
97618,429.0
97619,-24.0
97620,-10.5
97621,-10.5
97622,-72.0
97627,0.0
97628,47.5
97629,462.5
97630,157.5
97631,233.5
97633,0.0
97634,0.0
97636,-61.0
97640,-31.5
97641,54.0
97642,-10.5
97643,0.0
97645,76.0
97648,-1.5
97651,606.5
97653,-35.5
97654,-11.0
97655,144.0
97661,-10.5
97663,2935.5
97664,0.0
97665,5626.0
97666,-1.5
97667,142.5
97669,-7.5
97670,0.0
97671,-7.5
97673,-13.5
97674,0.0
97676,0.0
97677,-13.5
97681,70.5
97682,182.0
97683,0.0
97684,68.5
97685,94.5
97686,-12.0
97687,-12.0
97688,-12.5
97689,0.0
97692,-3.0
97693,0.0
97695,391.0
97696,-6.0
97697,-12.0
97698,1613.0
97699,1585.0
97700,-15.0
97701,142.5
97702,2547.5
97703,72.0
97705,205.5
97707,-51.0
97710,21.0
97712,0.0
97714,656.0
97715,-11.0
97717,0.0
97719,332.5
97720,-10.5
97721,-10.5
97722,749.0
97723,849.5
97724,28.0
97726,-10.5
97727,-72.0
97729,-40.0
97731,38.0
97732,69.0
97733,-14.0
97734,200.0
97735,0.0
97736,-72.0
97740,36.0
97741,-1.5
97742,0.0
97743,198.5
97744,-7.5
97745,-11.5
97746,730.0
97748,34.5
97750,-1.5
97751,-1.5
97752,-6.0
97753,0.0
97754,-7.5
97755,0.0
97756,136.5
97757,9185.5
97758,69.0
97760,0.0
97761,-3.0
97763,202.0
97764,-72.0
97766,72.0
97768,322.0
97769,-15.5
97770,-18.0
97771,-32.0
97772,-33.0
97773,-22.0
97774,0.0
97775,28.0
97776,-33.0
97777,52.0
97778,-22.5
97779,0.0
97780,-7.5
97781,-72.0
97782,-10.5
97784,-29.0
97785,72.0
97786,0.0
97788,5054.0
97789,3314.5
97790,0.0
97791,72.0
97793,164.0
97795,-3.0
97797,535.5
97798,0.0
97800,199.0
97801,0.0
97803,481.5
97804,451.5
97805,-38.0
97807,72.0
97808,0.0
97812,0.0
97813,1356.5
97815,0.0
97816,0.0
97817,412.0
97818,-1.5
97821,281.0
97822,120.0
97824,334.0
97825,-1.5
97826,-11.0
97827,135.0
97828,-9.0
97829,521.5
97830,-10.5
97831,0.0
97833,0.0
97834,71.5
97835,66.0
97836,0.0
97837,148.5
97838,-11.0
97839,-11.0
97840,-12.0
97841,-10.5
97842,-10.5
97843,621.0
97844,71.5
97845,0.0
97846,0.0
97847,-72.0
97848,-10.5
97849,-10.5
97850,2564.5
97851,72.0
97852,-11.0
97853,0.0
97856,173.0
97857,-13.0
97858,0.0
97859,0.0
97860,5274.5
97861,0.0
97862,-10.5
97863,8155.5
97865,-12.0
97868,607.5
97869,0.0
97872,253.0
97873,209.5
97874,-10.5
97876,523.5
97877,0.0
97878,-4.5
97879,-11.0
97880,5446.5
97881,215.5
97882,0.0
97883,-10.5
97886,244.0
97888,72.0
97889,0.0
97891,524.5
97892,-56.5
97894,0.0
97895,0.0
97897,91.5
97899,54.0
97900,550.0
97905,72.0
97906,438.0
97909,125.0
97910,67.0
97911,467.5
97912,0.0
97913,4292.0
97915,-10.5
97916,87.0
97920,-4.5
97926,-10.5
97928,0.0
97929,-1.5
97930,71.0
97931,0.0
97934,847.0
97935,-4.5
97937,-1.5
97940,665.0
97942,167.5
97943,-23.0
97944,-10.5
97945,-11.5
97946,-13.0
97947,-28.0
97948,-53.5
97949,-19.5
97950,-24.0
97951,29.0
97952,-27.0
97953,333.5
97954,-23.5
97955,64.0
97956,0.0
97957,1049.0
97960,-54.0
97962,-20.5
97963,-26.0
97965,40.5
97966,0.0
97967,-10.5
97969,5002.5
97971,142.0
97972,585.0
97973,213.5
97974,396.0
97975,-10.5
97976,-10.5
97977,-10.5
97978,159.5
97979,37.0
97980,0.0
97982,-11.5
97983,-4.5
97984,-11.0
97985,497.5
97986,45.0
97988,3381.5
97989,372.0
97990,664.0
97991,-6.0
97992,0.0
97993,0.0
97994,0.0
97996,45.5
97997,0.0
97998,1636.5
97999,377.5
98000,7359.5
98001,933.5
98003,3664.0
98004,0.0
98005,168.0
98007,0.0
98009,-9.0
98010,270.0
98012,172.0
98013,172.5
98014,72.0
98015,205.5
98017,69.0
98018,-1.5
98019,1095.5
98020,191.0
98021,-16.5
98022,-4.5
98023,65.5
98024,-16.5
98028,140.5
98029,1442.5
98032,-10.5
98033,742.0
98034,-11.0
98035,-12.0
98037,-10.5
98039,0.0
98040,279.5
98042,-13.0
98044,-10.5
98045,133.5
98046,63.0
98047,-10.5
98048,-10.5
98049,-10.5
98050,-3.0
98051,142.5
98052,-14.5
98053,-11.0
98054,-11.0
98055,-11.0
98056,-10.5
98057,-10.5
98059,134.0
98060,787.0
98061,-10.5
98062,183.0
98063,-10.5
98064,-10.5
98067,1461.0
98068,3519.5
98069,0.0
98070,-1.5
98071,69.0
98074,-51.0
98077,160.0
98078,43.0
98079,3325.0
98080,-7.5
98082,48.0
98084,-11.0
98085,-1.5
98088,-10.5
98090,477.5
98091,-6.0
98092,-19.5
98096,-3.0
98098,804.0
98103,0.0
98105,-1.5
98106,28430.5
98113,190.0
98114,1334.5
98134,-7.5
98135,23.0
98136,344.0
98137,-1.5
98139,63.5
98143,18.0
98144,-12.5
98146,-72.0
98148,130.5
98149,65.5
98151,0.0
98152,73.0
98154,369.5
98155,69.0
98156,88.5
98157,0.0
98158,64.5
98159,0.0
98161,0.0
98162,79.0
98163,-3.0
98164,0.0
98165,640.0
98166,68.5
98168,-68.5
98170,37.0
98171,-3.0
98172,0.0
98175,160.0
98176,-13.5
98177,-6.0
98178,257.0
98180,-3.0
98182,0.0
98183,71.5
98184,112.0
98186,66.0
98187,47.0
98188,70.0
98190,142.5
98191,-71.0
98192,0.0
98193,0.0
98194,67.0
98195,263.0
98196,5435.0
98197,-10.5
98199,-10.5
98200,-63.0
98201,-10.5
98202,564.5
98203,0.0
98204,-15.0
98205,-70.0
98210,-13.5
98212,-12.0
98214,-15.0
98215,5.0
98216,-16.5
98217,-16.5
98218,-15.5
98219,-12.5
98220,-10.5
98221,1170.0
98222,-1.5
98223,0.0
98224,0.0
98226,273.5
98228,-11.5
98229,-10.5
98232,139.5
98233,-7.5
98234,-1.5
98235,0.0
98238,1096.5
98239,-30.0
98240,49.0
98241,-10.5
98242,-21.5
98244,668.0
98245,0.0
98246,-4.5
98247,0.0
98249,-22.5
98251,-18.0
98253,-10.5
98254,1319.5
98256,1263.5
98258,112.5
98259,-10.5
98260,39.5
98261,0.0
98262,-11.5
98263,160.0
98266,-10.5
98267,0.0
98268,-10.5
98269,72.0
98270,206.0
98271,0.0
98272,362.0
98273,1729.0
98275,-10.5
98277,-10.5
98279,-4.5
98280,0.0
98281,-18.0
98282,0.0
98283,75.5
98284,138.5
98286,-4.5
98287,-11.0
98288,694.0
98289,66.5
98291,-10.5
98293,1301.0
98295,-10.5
98296,-10.5
98297,-10.5
98298,0.0
98299,0.0
98301,-10.5
98302,0.0
98303,0.0
98306,-11.0
98308,-10.5
98311,-11.5
98312,109.0
98313,208.5
98316,-10.5
98317,446.5
98318,0.0
98319,-27.0
98320,-10.5
98321,63.0
98322,0.0
98323,101.5
98324,70.5
98326,43.0
98329,-11.5
98330,803.5
98331,-56.0
98332,68.0
98333,210.0
98334,501.5
98335,-26.0
98336,141.0
98337,305.5
98338,321.5
98339,-4.5
98340,0.0
98342,2129.5
98344,-10.5
98345,62.0
98347,40.0
98348,2797.5
98350,825.5
98351,-4.5
98354,0.0
98355,196.0
98356,305.5
98359,144.0
98360,-11.0
98361,-9.0
98362,887.5
98363,94.5
98364,1699.5
98365,350.5
98366,-6.0
98367,1920.0
98368,0.0
98370,-6.0
98371,-15.0
98372,-10.5
98376,45.0
98377,558.5
98378,-6.0
98379,266.5
98380,-3.0
98381,1199.5
98382,-12.0
98384,-33.5
98385,-10.5
98387,473.0
98388,-27.5
98389,-11.5
98391,-72.0
98392,-28.0
98393,195.5
98394,104.0
98395,0.0
98400,57.0
98404,-13.5
98406,-11.0
98407,-4.5
98409,22454.5
98410,68.5
98411,-10.5
98412,143.5
98414,-1.5
98415,465.5
98416,-10.5
98417,-10.5
98418,1660.5
98419,473.5
98421,-10.5
98422,-10.5
98423,0.0
98427,-10.5
98429,332.0
98430,0.0
98431,-28.5
98432,-10.5
98433,0.0
98434,2221.0
98435,-10.5
98436,-40.0
98437,102.0
98438,-11.0
98439,-10.5
98440,-34.0
98443,1415.5
98444,-1.5
98446,-13.0
98447,-69.0
98451,-10.5
98453,-21.0
98454,27.0
98455,-11.5
98457,194.0
98458,0.0
98461,168.5
98464,233.5
98466,297.5
98467,533.5
98468,-44.5
98471,118.0
98472,304.0
98473,123.0
98475,48.0
98476,190.5
98479,1467.5
98483,-4.5
98486,239.0
98487,55.5
98490,-7.5
98491,0.0
98492,0.0
98495,-18.0
98496,-10.5
98497,0.0
98498,0.0
98499,588.0
98500,411.5
98501,-12.5
98502,138.0
98503,0.0
98504,744.5
98505,144.0
98506,221.5
98507,112.0
98508,0.0
98509,641.0
98510,-53.5
98511,0.0
98512,-7.5
98513,64.0
98517,-1.5
98518,19.0
98519,131.0
98521,-72.0
98522,1225.0
98523,0.0
98525,-10.5
98527,-4.0
98528,1945.5
98529,133.5
98530,-16.5
98531,-14.0
98532,0.0
98533,0.0
98534,-34.5
98535,337.5
98536,0.0
98537,-68.0
98538,-66.0
98539,-29.5
98540,829.0
98541,-7.5
98542,37201.5
98544,-10.5
98545,-12.0
98548,0.0
98549,-1.5
98551,-10.5
98554,239.0
98555,-6.0
98556,980.0
98557,-11.5
98558,0.0
98560,820.5
98561,-10.5
98562,1672.0
98563,657.0
98564,-12.0
98565,382.5
98566,-10.5
98567,-4.5
98568,-12.0
98569,756.0
98570,-9.0
98571,12.5
98572,50.0
98573,146.0
98576,-3.0
98577,1600.0
98578,-18.0
98579,813.5
98580,-9.0
98581,-18.0
98583,-6.0
98584,0.0
98585,1071.0
98587,5391.0
98588,5322.0
98589,-16.0
98590,-19.0
98591,-22.5
98592,-66.5
98593,23029.5
98594,370.5
98595,0.0
98596,72.0
98598,-10.5
98599,-10.5
98601,-12.0
98602,-10.5
98603,-65.5
98605,2714.5
98606,-10.5
98607,481.0
98608,0.0
98609,-10.5
98611,81.5
98612,-10.5
98613,403.5
98614,1885.0
98615,-25.5
98616,72.0
98618,48.0
98619,-13.5
98620,560.5
98621,-10.5
98622,-11.0
98623,822.5
98624,-10.5
98625,4386.5
98626,1389.5
98632,-11.5
98633,-10.5
98634,57.0
98635,0.0
98637,-72.0
98638,60.5
98642,210.0
98643,0.0
98644,0.0
98645,-24.0
98646,-4.5
98647,-20.0
98648,60.0
98649,404.5
98651,160.5
98652,484.0
98653,144.0
98654,-9.0
98656,-4.5
98659,39.0
98661,-25.5
98662,57.5
98663,1032.0
98664,-7.5
98665,47.0
98666,-64.0
98667,0.0
98670,0.0
98673,0.0
98675,-72.0
98676,245.0
98677,9.0
98681,430.5
98682,69.0
98683,577.0
98684,29761.0
98685,-12.0
98687,1173.0
98688,-9.0
98689,-4.5
98690,-1.5
98691,-12.0
98692,-1.5
98693,-11.0
98694,-40.0
98695,56.0
98696,-4.5
98697,-9.0
98698,172.0
98699,-13.0
98700,-10.5
98701,1422.0
98702,-11.0
98703,-10.5
98704,-13.0
98705,-15.5
98706,-19.5
98707,197.5
98708,-19.5
98709,-10.5
98710,463.0
98711,244.5
98712,609.5
98714,0.0
98715,-18.0
98716,1292.5
98717,-11.0
98718,-18.0
98720,-1.5
98721,-1.5
98722,-5.0
98725,0.0
98726,0.0
98727,-3.0
98728,216.0
98729,-56.0
98731,8.0
98732,1503.5
98733,0.0
98736,-28.5
98737,0.0
98739,339.0
98740,-37.0
98741,35.0
98742,-19.5
98743,0.0
98745,-1.5
98746,-64.0
98748,0.0
98749,-11.0
98752,1480.0
98753,170.0
98754,-6.0
98755,-10.5
98757,5314.5
98759,112.0
98760,-72.0
98762,-10.5
98763,338.5
98764,175.5
98765,-1.5
98767,-9.0
98768,-15.0
98769,170.5
98772,48.5
98773,-6.0
98774,54.5
98776,-3.0
98777,-42.0
98778,0.0
98781,2755.0
98782,-22.5
98783,-51.5
98784,0.0
98785,-72.0
98786,-15.5
98789,-72.0
98790,163.5
98793,-3.0
98794,0.0
98795,9.0
98796,1.5
98800,276.5
98801,-35.0
98802,0.0
98806,147.0
98807,-18.0
98808,11122.0
98809,10972.0
98810,0.0
98812,72.0
98814,481.5
98815,-9.0
98817,164.5
98820,124.0
98822,72.0
98823,-33.0
98824,-59.5
98827,-10.5
98830,-10.5
98834,-6.0
98835,-72.0
98837,138.0
98838,129.5
98839,0.0
98840,82.5
98843,0.0
98847,-6.0
98848,-4.5
98849,0.0
98851,1775.0
98852,72.0
98853,-28.5
98854,633.5
98855,0.0
98856,0.0
98857,0.0
98858,-4.5
98859,0.0
98860,0.0
98861,0.0
98864,5304.5
98865,-6.0
98866,-37.5
98867,0.0
98869,-11.0
98871,156.5
98872,0.0
98873,3390.0
98876,50.5
98878,-16.5
98880,2326.5
98881,-18.0
98884,0.0
98885,-27.0
98886,72.0
98890,0.0
98891,0.0
98892,-72.0
98894,0.0
98896,92.0
98897,-50.0
98898,64.0
98899,-4.5
98902,0.0
98907,-10.5
98908,0.0
98909,211.5
98911,-15.0
98912,-7.5
98913,0.0
98914,71.0
98917,4919.0
98918,0.0
98919,0.0
98921,37.5
98922,-72.0
98923,-72.0
98924,55.0
98925,0.0
98926,205.0
98928,-3.0
98929,357.0
98930,0.0
98931,-57.5
98932,2616.5
98933,146.0
98934,0.0
98935,0.0
98936,80.0
98937,-33.5
98938,144.0
98939,0.0
98940,714.5
98941,-10.5
98942,-10.5
98943,211.5
98944,889.5
98945,0.0
98947,-10.5
98948,-12.0
98949,0.0
98951,-12.0
98952,63.0
98953,-7.5
98954,0.0
98955,-3.0
98956,723.5
98957,866.0
98958,419.5
98959,0.0
98960,-4.5
98961,0.0
98962,69.5
98963,0.0
98964,-10.5
98966,0.0
98967,0.0
98968,0.0
98969,0.0
98971,88.5
98972,0.0
98975,92.0
98976,0.0
98978,72.0
98979,0.0
98980,0.0
98981,457.5
98982,0.0
98983,216.0
98986,0.0
98988,0.0
98990,-3.0
98994,0.0
98995,-11.0
98996,-10.5
98998,-27.0
98999,512.0
99000,-4.5
99003,0.0
99004,0.0
99005,-4.5
99006,0.0
99009,71.0
99010,-7.5
99012,1761.0
99013,0.0
99014,-4.5
99015,-3.0
99017,1463.0
99018,-4.5
99019,0.0
99020,-72.0
99023,45.0
99027,748.5
99028,-7.5
99029,-1.5
99033,174.0
99034,0.0
99035,-16.5
99038,0.0
99040,-18.0
99042,52175.0
99043,58.5
99045,1715.0
99049,198.0
99050,0.0
99052,114.0
99053,0.0
99054,655.5
99061,0.0
99063,0.0
99066,-10.5
99068,0.0
99071,0.0
99072,-10.5
99073,0.0
99074,-53.0
99076,0.0
99079,0.0
99080,55.0
99083,15.0
99084,0.0
99087,0.0
99088,0.0
99089,0.0
99090,0.0
99091,-7.5
99092,448.5
99093,103.0
99094,-1.5
99095,336.0
99096,-1.5
99097,0.0
99099,0.0
99100,115.5
99101,122.5
99102,72.0
99105,-24.0
99107,1910.0
99108,260.5
99109,0.0
99110,0.0
99111,144.0
99113,0.0
99114,1134.0
99116,0.0
99117,656.0
99120,-1.5
99121,715.0
99122,-11.5
99123,24.0
99124,-3.0
99125,72.0
99126,-3.0
99127,0.0
99128,-6.0
99129,0.0
99130,72.0
99131,0.0
99132,42.0
99133,100.5
99134,0.0
99135,139.5
99136,0.0
99137,2149.5
99138,0.0
99139,0.0
99140,0.0
99142,0.0
99143,0.0
99144,-11.0
99146,-1.5
99147,0.0
99149,0.0
99150,0.0
99151,0.0
99152,0.0
99153,5448.5
99154,109.5
99155,22.5
99156,-7.5
99157,0.0
99158,76.0
99159,0.0
99160,-10.5
99161,540.5
99164,-10.5
99165,-11.0
99166,0.0
99167,24.0
99168,0.0
99169,0.0
99170,-11.0
99171,72.0
99172,2743.5
99173,28.0
99174,-10.5
99175,-10.5
99176,-10.5
99177,-10.5
99178,0.0
99179,1084.0
99180,-11.0
99181,0.0
99182,-7.5
99185,0.0
99186,-1.5
99187,99.0
99188,210.5
99190,144.0
99191,107.0
99193,-4.5
99195,0.0
99196,90.0
99197,454.0
99198,-6.0
99199,-10.5
99200,421.5
99201,-18.0
99202,-72.0
99205,217.5
99207,-10.5
99208,-3.0
99209,484.5
99210,0.0
99211,-7.5
99214,151.0
99215,-16.5
99216,5473.0
99217,0.0
99223,-10.5
99224,-3.0
99225,42.0
99226,182.5
99227,-10.5
99230,265.5
99232,0.0
99233,18.5
99234,-21.0
99235,31.0
99238,-10.5
99239,104.0
99240,0.0
99241,0.0
99242,39.5
99243,0.0
99244,72.0
99245,502.0
99246,72.0
99247,-10.5
99249,-10.5
99250,235.5
99251,23.0
99252,0.0
99253,68.0
99255,1220.0
99256,62.0
99258,0.0
99259,0.0
99260,44.0
99261,-11.0
99262,215.5
99263,845.5
99264,-10.5
99265,-13.5
99266,597.0
99267,0.0
99270,0.0
99271,21.0
99274,0.0
99275,-28.5
99277,168.0
99278,-45.0
99279,591.0
99280,-25.5
99281,0.0
99282,0.0
99285,-10.5
99287,0.0
99290,45.0
99291,-1.5
99292,-3.0
99293,0.0
99294,0.0
99295,0.0
99296,-4.5
99297,-6.0
99298,63.5
99299,0.0
99300,749.5
99301,0.0
99304,0.0
99305,-21.0
99306,0.0
99307,0.0
99308,-11.0
99309,-6.0
99310,-7.5
99311,66.0
99312,15844.0
99313,-10.5
99314,0.0
99315,0.0
99316,0.0
99317,0.0
99318,-22.5
99320,-10.5
99321,-10.5
99322,5459.0
99323,0.0
99324,0.0
99325,62.5
99327,-10.5
99328,-10.5
99329,1058.5
99330,0.0
99331,0.0
99332,-10.5
99333,317.5
99334,0.0
99335,58.0
99336,-10.5
99337,0.0
99338,0.0
99339,187.0
99340,-10.5
99341,72.0
99342,-3.0
99343,-10.5
99344,204.0
99346,10.5
99347,1268.5
99348,43.0
99349,0.0
99350,1886.0
99351,3026.0
99353,-10.5
99355,0.0
99358,-10.5
99359,-10.5
99360,0.0
99361,0.0
99362,-1.5
99363,-31.5
99364,139.5
99365,0.0
99368,-10.5
99369,-11.0
99370,66.0
99371,-3.0
99372,731.0
99373,0.0
99374,0.0
99376,126.5
99377,235.5
99378,-1.5
99379,72.0
99380,-10.5
99381,-10.5
99382,47.5
99383,-3.0
99384,0.0
99385,0.0
99386,0.0
99387,-9.0
99388,2054.5
99389,110.0
99390,-7.5
99392,0.0
99394,0.0
99395,-7.5
99396,0.0
99397,0.0
99398,-24.0
99399,1881.5
99401,-10.5
99402,-6.0
99403,-10.5
99404,46.0
99405,-17.5
99407,-15.0
99408,29.0
99409,-16.0
99410,-59.0
99411,38.0
99412,-17.5
99413,-10.5
99414,-15.5
99415,-10.5
99416,37.5
99419,29.5
99420,141.0
99421,492.5
99422,271.0
99424,161.5
99426,-7.5
99428,-10.5
99429,-11.0
99430,-10.5
99431,-9.0
99438,-25.0
99441,-50.0
99442,0.0
99443,27.0
99445,-18.0
99446,-15.5
99448,-0.5
99450,0.0
99451,-18.0
99452,-21.0
99453,1383.0
99454,-12.0
99455,0.0
99456,-4.5
99457,2842.0
99458,-9.0
99461,-15.0
99462,-7.5
99463,0.0
99464,57.5
99465,301.0
99466,40.5
99467,0.0
99468,-12.0
99469,1558.5
99471,-12.5
99472,0.0
99473,0.0
99474,0.0
99478,212.5
99479,126.0
99480,0.0
99485,0.0
99486,517.5
99487,141.0
99488,98.0
99489,3045.0
99490,574.5
99491,-1.5
99492,0.0
99493,81.0
99494,-10.5
99495,427.0
99496,343.5
99497,9.5
99499,-16.0
99500,-10.5
99501,0.0
99502,-1.5
99503,723.0
99504,170.0
99505,0.0
99506,967.0
99509,-10.5
99510,-10.5
99511,0.0
99512,166.5
99513,-1.5
99514,52.0
99515,-24.0
99516,-11.0
99517,0.0
99518,198.0
99519,202.0
99521,-10.5
99523,25248.5
99524,6329.5
99525,0.0
99527,-6.0
99528,72.0
99529,-24.0
99530,0.0
99531,0.0
99532,-4.5
99533,-1.5
99534,-10.5
99535,572.0
99536,49.5
99541,0.0
99542,9046.5
99543,0.0
99544,0.0
99545,-1.5
99546,99.0
99547,-3.0
99548,0.0
99550,60.0
99552,-1.5
99553,66.0
99554,2415.5
99555,0.0
99556,-3.0
99557,0.0
99558,65.5
99559,-7.5
99560,60.0
99561,-3.0
99563,40.5
99564,0.0
99565,0.0
99566,-4.5
99568,0.0
99569,0.0
99570,0.0
99571,-1.5
99573,-49.0
99574,-12.0
99576,-1.5
99577,-10.5
99581,0.0
99582,-4.5
99583,100753.0
99584,-6.0
99585,0.0
99588,702.0
99589,0.0
99590,54.0
99597,-6.0
99598,1434.0
99602,85.5
99603,126.5
99604,224.5
99605,-16.0
99607,-18.0
99608,0.0
99609,-6.0
99610,-25.5
99612,2982.0
99614,0.0
99615,128.0
99616,-12.0
99617,229.0
99619,-23.0
99626,-10.5
99628,-72.0
99630,22783.0
99633,-61.5
99636,522.5
99638,0.0
99639,-7.5
99641,26.0
99644,-10.5
99647,0.0
99648,-21.0
99649,-27.0
99650,-72.0
99651,71.5
99652,202.5
99653,-27.0
99654,68.5
99659,0.0
99663,532.0
99664,-72.0
99665,4457.0
99666,71.5
99667,129.0
99668,56.0
99670,4118.5
99671,72.0
99673,-11.5
99674,0.0
99681,0.0
99683,-1.5
99685,0.0
99687,-10.5
99689,0.0
99690,31.0
99691,0.0
99696,289.5
99697,-10.5
99698,0.0
99700,-10.5
99701,-6.0
99702,1437.0
99703,1343.0
99705,-10.5
99706,120.0
99707,0.0
99708,-10.5
99709,94.0
99710,-10.5
99711,-10.5
99712,2608.5
99713,144.0
99714,1397.0
99715,841.5
99716,-10.5
99717,50.0
99718,13.0
99719,-10.5
99720,657.0
99722,0.0
99723,-67.5
99724,328.5
99725,2700.5
99728,597.5
99731,-10.5
99732,-11.5
99733,0.0
99734,72.0
99735,-4.5
99736,106.5
99737,0.0
99739,110.0
99741,1692.5
99744,-4.5
99745,-15.0
99746,-49.0
99747,0.0
99748,54.5
99749,-1.5
99751,8829.5
99752,-1.0
99753,104.0
99755,-14.0
99756,0.0
99757,68.0
99758,1075.5
99759,4918.5
99760,244.5
99761,-4.5
99762,0.0
99763,98.0
99764,162.5
99766,-4.5
99767,140.5
99769,-1.5
99770,69.0
99771,0.0
99772,-10.5
99775,-9.0
99776,3898.5
99778,-10.5
99779,-7.5
99781,50.0
99782,-21.0
99783,-22.0
99784,-21.0
99785,-20.0
99786,-16.5
99789,1074.5
99792,-16.5
99794,-22.0
99795,150.0
99796,-21.0
99797,-10.5
99798,-25.0
99799,0.0
99800,252.5
99801,18.0
99802,529.0
99803,192.5
99804,139.5
99805,381.5
99807,297.0
99808,-1.5
99809,-10.5
99810,-11.0
99811,8370.0
99812,-18.0
99813,-31.5
99814,-10.5
99815,-10.5
99816,93.5
99818,-11.0
99819,-10.5
99820,-10.5
99821,-10.5
99822,614.5
99823,0.0
99824,-28.5
99826,1445.0
99827,69.0
99828,0.0
99829,-1.5
99830,-1.5
99831,38.5
99832,-3.0
99833,0.0
99834,-31.5
99835,0.0
99836,-10.5
99837,-12.5
99839,-10.5
99840,-1.5
99841,-3.0
99842,0.0
99844,1046.5
99845,0.0
99846,0.0
99847,66.0
99849,0.0
99850,818.5
99851,-19.5
99854,-9.0
99855,0.0
99856,-1.5
99857,0.0
99858,0.0
99860,1592.5
99861,-50.5
99862,629.0
99863,102.0
99867,0.0
99868,-1.5
99869,0.0
99870,1921.0
99871,-6.0
99872,113.5
99874,679.5
99875,-72.0
99878,-1.5
99879,434.5
99882,-27.5
99883,-1.5
99884,-10.5
99886,697.0
99889,-18.0
99890,-19.0
99892,144.0
99893,-10.5
99895,-10.5
99897,-24.5
99898,-33.5
99901,147.5
99903,-51.5
99905,-25.5
99906,60.0
99907,1002.5
99908,-36.0
99909,-28.5
99910,-36.5
99911,48.0
99912,-16.5
99913,0.0
99914,9.0
99915,-30.0
99916,-10.5
99919,51.0
99921,-18.0
99923,-30.0
99924,0.0
99925,0.0
99926,0.0
99927,14.5
99929,-11.0
99931,0.0
99932,-3.0
99934,0.0
99935,-72.0
99936,-12.0
99937,0.0
99938,0.0
99940,0.0
99943,-16.5
99944,-9.0
99945,42.5
99946,39.5
99947,0.0
99948,-6.0
99949,0.0
99950,0.0
99952,-1.5
99953,0.0
99955,103.5
99956,181.5
99958,0.0
99960,1815.0
99961,94.0
99962,-35.5
99964,3293.0
99965,66.0
99966,-25.5
99967,-3.0
99968,0.0
99969,2487.5
99970,0.0
99971,-10.5
99972,-37.5
99973,43.0
99974,0.0
99975,125.0
99976,0.0
99977,0.0
99979,-9.0
99980,-11.0
99981,0.0
99982,-1.5
99983,0.0
99986,51.0
99987,84.0
99989,-10.5
99990,16932.0
99991,-1.5
99994,0.0
99995,0.0
99996,0.0
99998,-10.5
1e+05,-12.0
100001,-12.0
100002,1518.0
100004,-22.5
100006,-12.0
100007,71.0
100008,-52.0
100009,-9.0
100010,-30.0
100011,0.0
100013,30.0
100014,272.0
100015,0.0
100018,0.0
100019,0.0
100020,-22.5
100021,-10.5
100022,0.0
100023,0.0
100028,3506.5
100029,70.5
100030,0.0
100031,0.0
100032,65.0
100034,-7.5
100035,0.0
100036,51.0
100037,0.0
100038,-10.5
100039,-10.5
100040,72.0
100041,71.5
100042,32.5
100043,0.0
100045,-1.5
100046,-11.5
100047,0.0
100048,50.0
100049,1010.0
100051,44.5
100052,0.0
100053,71.5
100054,977.5
100057,67.5
100058,0.0
100059,111.0
100061,0.0
100062,750.0
100063,0.0
100064,0.0
100065,-3.0
100066,142.5
100067,63.0
100068,0.0
100069,0.0
100070,-3.0
100071,-6.0
100072,21.0
100073,-28.5
100074,0.0
100075,0.0
100077,142.0
100078,0.0
100079,-10.5
100081,-1.5
100083,6.0
100084,0.0
100085,0.0
100087,0.0
100089,0.0
100090,461.0
100091,95.5
100092,0.0
100093,-1.5
100094,0.0
100095,0.0
100097,-3.0
100098,231.0
100099,386.0
100100,-1.5
100101,-3.0
100102,352.0
100104,-10.5
100105,0.0
100106,0.0
100107,-6.0
100108,-11.5
100109,-10.5
100110,-7.5
100111,0.0
100112,53.5
100113,33.0
100114,0.0
100115,-6.0
100117,550.0
100118,-6.0
100119,72.0
100120,0.0
100122,-10.5
100123,-15.0
100124,8698.5
100125,0.0
100126,0.0
100127,66.0
100128,-1.5
100129,1207.5
100131,-10.5
